,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q66,Sex,Sex_3_TEXT,Age,EDuc,Etnia,Q69,Q70,Identity Fusion_1,Identity Fusion_2,Identity Fusion_3,Identity Fusion_4,Identity Fusion_5,Identity Fusion_6,Identity Fusion_7,Region,Region_3_TEXT,IdPol,IdPol_2_TEXT,IdF_1,IdF_2,IdF_3,IdF_4,IdF_5,IdF_6,IdF_7,OriPol_1,IdPolUribe_1,IdPolUribe_2,IdPolUribe_3,IdPolUribe_4,IdPolUribe_5,IdPolUribe_6,IdPolUribe_7,IdPolUribe_8,Control_1,Control_2,CollUnc_1,CollUnc_2,CollUnc_3,CollUnc_4,SRW_1,SRW_2,SRW_3,Q74_1,Q74_2,Q74_3,Q71_1,Q71_2,Q71_3,Q75_1,Q75_2,Q75_3,Q73_1,Q73_2,InterGroup_1,Q37_1,Intragroup_1,Q38_1,InterGcontact_1,InterGcontact_2,InterGcontact_3,InterGcontact_4,InterGcontact_5,InterGcontact_6,InterGcontact_7,InterGContacPetrist_1,InterGContacPetrist_2,InterGContacPetrist_3,InterGContacPetrist_4,InterGContacPetrist_5,InterGContacPetrist_6,InterGContacUribi_1,InterGContacUribi_2,InterGContacUribi_3,InterGContacUribi_4,InterGContacUribi_5,InterGContacUribi_6,OutGEmpUribis_1,OutGEmpUribis_2,OutGEmpUribis_3,EmpUribist_1,EmpUribist_2,EmpUribist_3,ConspiracyUribi_1,ConspiracyUribi_2,ConspiracyUribi_3,ConspiracyUribi_4,ConspiracyPetrist_1,ConspiracyPetrist_2,ConspiracyPetrist_3,ConspiracyPetrist_4,NormSoc_1,NormSoc_2,NormSoc_3,NormSoc_4,NormSoc_5,Salment_1,Salment_2,Salment_3,Salment_4,Salment_5,Salment_6,Salment_7,SatVida_1,SatVida_2,SatVida_3,SatVida_4,SatVida_5,O-C-Test_1,O-C-Test2_1,O-C-T3_1,O-C-T4_1,O-C-T5_1,Q52_1,Q53_1,Q54_1,Q55_1,Q56_1,ActRadic_1,ActRadic_2,ActRadic_3,Q76_1,Q76_2,Q76_3,Q72_1,Q72_2,Q72_3,Q72_4,Q78_1,Q78_2,Q78_3,Q78_4,Deshum_1,Deshum_2,Deshum_3,Q63,Q64,Q64_5_TEXT,Q78
1115,2024-02-13 20:15:07,2024-02-13 20:34:03,IP Address,191.95.60.125,100,1135,True,2024-02-13 20:34:03.940000,R_7qz1UyMxVKVcfiR,,,,,4.6115,-74.0833,anonymous,ES,Acepto participar y continuo en la encuesta,Otro,JenniferCali(00008909547),40.0,Universitario,Blanco,CALI,Valle,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Antioqueño,,"Otro, ¿Cuál?",Partido Verde ,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,De acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,,,,,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Nunca,Algunas veces,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,43,Corresponde algo con mis sentimientos,Corresponde moderadamente con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Entre 1 y 3 horas al día,"Un poco, pero es manejable",Un poco,La mayor parte del tiempo,Mucho control,Entre 3 y 8 horas al dia,"Un poco, pero es manejable",Un poco,Algunas veces,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,92,92,98,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
1116,2024-02-13 20:35:17,2024-02-13 21:00:41,IP Address,181.234.166.155,100,1523,True,2024-02-13 21:00:42.500000,R_5ri1PjOHwMvzYAm,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Un hombre,,43.0,Universitario,Ninguna,CALI,Valle del cauca,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De otra región. Cuàl?,Nariñense,"Otro, ¿Cuál?",Ninguno,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.Centro,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,.,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,Nunca,Rara vez,Nunca,Nunca,Nunca,Nunca,Rara vez,,,,,,,,,,,,,,,,,,,,,,,,,,,70,68,12,,,Corresponde moderadamente con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Cerca de 1 hora al día,Un poco,Un poco,Algunas veces,Poco control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Ni de acuerdo ni en desacuerdo,100,100,100,No voté,Gustavo Petro,,00008909547
1118,2024-02-14 05:20:16,2024-02-14 06:06:20,IP Address,200.6.178.19,100,2763,True,2024-02-14 06:06:21.121000,R_1908e2RvXYYVu6w,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Una mujer,,46.0,Secundaria,Indígena,CALI,Valle del Cauca ,Fuertemente de acuerdo,Fuertemente de acuerdo,De acuerdo,Fuertemente en desacuerdo,Algo en desacuerdo,,,Valluno,,Principalmente petrista,,Algo de acuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Ni de acuerdo ni en desacuerdo,Algo en desacuerdo,Algo de acuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,En desacuerdo,En desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,Sí,Sí,Completamente de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Completamente en desacuerdo,Un poco en desacuerdo,De acuerdo,En desacuerdo,Completamente en desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Completamente en desacuerdo,Completamente de acuerdo,Completamente de acuerdo,Un poco en desacuerdo,De acuerdo,De acuerdo,Completamente en desacuerdo,,Con varias,,Con varias,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Rara vez,Algunas veces,Casi nunca,,,,,,,,,,Un poco en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,,,,,Ni de acuerdo ni en desacuerdo,Completamente en desacuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,0,23,39,50,100,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde bastante con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,Cerca de 1 hora al día,Nada,Un poco,Siempre,Completo control,Nada,Nada,Nada,Siempre,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Para nada de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Para nada de acuerdo,46,88,41,Gustavo Petro,Gustavo Petro,,JavCali00008909547
1120,2024-02-14 13:01:50,2024-02-14 13:13:31,IP Address,190.68.19.5,100,701,True,2024-02-14 13:13:32.909000,R_71AykCsnRvQgz5M,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Una mujer,,45.0,Prescolar,Afrodescendiente,CALI,Valle del cauca,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Costeño,,Uribista y/o de derecha,,Algo en desacuerdo,Algo en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,.,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Fuertemente en desacuerdo,Algo en desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Sí,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Con varias,,Con varias,,Frecuentemente,Frecuentemente,Algunas veces,Rara vez,Rara vez,Casi nunca,Siempre,,,,,,,Casi siempre,Casi siempre,Casi siempre,Casi siempre,Frecuentemente,Rara vez,Un poco en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,,,,De acuerdo,Un poco en desacuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,,,,,63,58,81,100,89,No corresponden para nada con mis sentimientos,Corresponde algo con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Completamente en desacuerdo,En desacuerdo,Un poco de acuerdo,Un poco de acuerdo,Completamente en desacuerdo,Cerca de 1 hora al día,"Un poco, pero es manejable",Un poco,La mayor parte del tiempo,Mucho control,Cerca de 1 hora al día,Nada,Mucho,Siempre,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,,,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,55,55,54,No voté,Federico (Fico) Gutierrez,,
1124,2024-02-13 18:35:25,2024-02-15 05:13:45,IP Address,190.130.105.178,100,124699,True,2024-02-15 05:13:46.471000,R_1whaOD3JKT2uMPn,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Un hombre,,37.0,Posgrado,Afrodescendiente,CALI,Valle del Cauca,Algo de acuerdo,De acuerdo,Fuertemente de acuerdo,De acuerdo,Algo de acuerdo,Algo de acuerdo,De acuerdo,De otra región. Cuàl?,Caucano,Petrista y/o de izquierda,,En desacuerdo,Fuertemente en desacurdo,Algo en desacuerdo,Fuertemente en desacurdo,Ni de acuerdo ni en desacuerdo,Fuertemente en desacurdo,Ni de acuerdo ni en desacuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Ni de acuerdo ni en desacuerdo,Algo de acuerdo,Fuertemente en desacuerdo,Ni de acuerdo ni en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,Un poco de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,En desacuerdo,En desacuerdo,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Un poco de acuerdo,,Con muchas,,Con muchisimas,Frecuentemente,Rara vez,Frecuentemente,Casi nunca,Casi siempre,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,,,,,,,,,,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,En desacuerdo,Un poco de acuerdo,Un poco en desacuerdo,Un poco en desacuerdo,29,43,50,19,70,No corresponden para nada con mis sentimientos,Corresponde moderadamente con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde algo con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,Un poco en desacuerdo,Un poco de acuerdo,Un poco de acuerdo,Un poco en desacuerdo,Un poco en desacuerdo,Cerca de 1 hora al día,Un poco,Un poco,La mayor parte del tiempo,Mucho control,Cerca de 1 hora al día,Un poco,Un poco,La mayor parte del tiempo,Algo de control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,74,74,74,Gustavo Petro,Gustavo Petro,,
1132,2024-02-15 10:51:41,2024-02-15 11:08:55,IP Address,191.95.62.115,100,1034,True,2024-02-15 11:08:56.908000,R_5hcgtBP6dEOM2n7,,,,,4.6623,-74.0769,anonymous,ES,Acepto participar y continuo en la encuesta,Una mujer,,49.0,Universitario,Ninguna,CALI,Valle ,De acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,Fuertemente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Valluno,,Sólo de derecha,,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,En desacuerdo,De acuerdo,.,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Un poco en desacuerdo,En desacuerdo,En desacuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Con muchas,,Con bastantes,,Frecuentemente,Casi nunca,Frecuentemente,Frecuentemente,Frecuentemente,Casi nunca,Frecuentemente,,,,,,,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,En desacuerdo,En desacuerdo,De acuerdo,,,,En desacuerdo,De acuerdo,Un poco en desacuerdo,Un poco de acuerdo,,,,,100,100,100,100,33,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,,Completo control,Nada,Nada,Nada,Siempre,Completo control,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Para nada de acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Moderadamente de acuerdo,De acuerdo,En desacuerdo,100,100,100,Federico (Fico) Gutierrez,Federico (Fico) Gutierrez,,
1135,2024-02-15 12:06:16,2024-02-15 12:47:12,IP Address,181.62.52.93,100,2456,True,2024-02-15 12:47:22.130000,R_1I3uu2IG1ALMJl3,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Un hombre,,35.0,Técnico o Tecnológico,Blanco,CALI,Valle del cauca ,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,De acuerdo,Del eje cafetero,,Petrista y/o de izquierda,,Algo en desacuerdo,En desacuerdo,Fuertemente en desacurdo,Algo en desacuerdo,Algo en desacuerdo,En desacuerdo,En desacuerdo,.Centro,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Sí,Sí,De acuerdo,De acuerdo,De acuerdo,Completamente en desacuerdo,Completamente en desacuerdo,Completamente de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco en desacuerdo,De acuerdo,Un poco en desacuerdo,Completamente de acuerdo,,Con muchas,,Con muchas,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Rara vez,Rara vez,Algunas veces,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Nunca,,,,,,,,,,Un poco de acuerdo,Un poco de acuerdo,De acuerdo,,,,,Completamente en desacuerdo,Un poco en desacuerdo,En desacuerdo,Un poco de acuerdo,14,39,55,55,83,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Un poco de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Cerca de 1 hora al día,Un poco,Nada,Algunas veces,Mucho control,Nada,Nada,Nada,La mayor parte del tiempo,Mucho control,Para nada de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Moderadamente de acuerdo,De acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,En desacuerdo,Un poco en desacuerdo,En desacuerdo,100,100,100,No quiero responder,No votaría,,
1136,2024-02-15 14:53:11,2024-02-15 15:14:40,IP Address,190.66.235.38,100,1289,True,2024-02-15 15:14:41.775000,R_6rCZ0GvNu4R2xZS,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Un hombre,,41.0,Secundaria,Mestizo,CALI,Calle del Cauca ,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Valluno,,"Otro, ¿Cuál?",Apolítico ,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,.Centro,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,Algo de acuerdo,Algo de acuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,.,Sí,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,Completamente de acuerdo,Un poco de acuerdo,De acuerdo,En desacuerdo,Un poco de acuerdo,De acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,Completamente de acuerdo,Un poco de acuerdo,Un poco de acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,,,,,Frecuentemente,Nunca,Rara vez,Algunas veces,Rara vez,Nunca,Nunca,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,,100,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,Completamente de acuerdo,De acuerdo,De acuerdo,De acuerdo,Entre 1 y 3 horas al día,Un poco,"Moderadamente, pero es manejable",La mayor parte del tiempo,Mucho control,Cerca de 1 hora al día,Nada,Nada,La mayor parte del tiempo,Completo control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,100,,90,Rodolfo Hernández,Rodolfo Hernández,,
1137,2024-02-15 15:02:05,2024-02-15 15:36:58,IP Address,190.66.235.38,100,2092,True,2024-02-15 15:36:58.857000,R_7XqKLGQhXw5dGE1,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Una mujer,,35.0,Secundaria,Mestizo,CALI,Valle del Cauca,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Valluno,,"Otro, ¿Cuál?",ninguno,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,.Centro,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí,,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Un poco de acuerdo,De acuerdo,De acuerdo,De acuerdo,Un poco en desacuerdo,Ni de acuerdo ni en desacuerdo,,,,,Algunas veces,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Casi nunca,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,99,,98,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde muy poco con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Nada,Nada,Nada,Siempre,Mucho control,Nada,Nada,Nada,Siempre,Mucho control,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,Para nada de acuerdo,99,99,99,Rodolfo Hernández,No votaría,,
1138,2024-02-15 15:27:28,2024-02-15 15:48:06,IP Address,190.130.99.5,100,1238,True,2024-02-15 15:48:07.071000,R_54kHOvxAcHyRjpf,,,,,3.4129,-76.5191,anonymous,ES,Acepto participar y continuo en la encuesta,Una mujer,,34.0,Técnico o Tecnológico,Ninguna,CALI,Valle del Cauca,De acuerdo,De acuerdo,Fuertemente de acuerdo,De acuerdo,Algo en desacuerdo,Algo de acuerdo,En desacuerdo,Valluno,,Sólo de izquierda,,En desacuerdo,Fuertemente en desacurdo,En desacuerdo,En desacuerdo,Fuertemente en desacurdo,Fuertemente en desacurdo,En desacuerdo,.,Fuertemente en desacuerdo,Fuertemente en desacuerdo,Algo de acuerdo,En desacuerdo,Fuertemente en desacuerdo,De acuerdo,Completamente de acuerdo,En desacuerdo,Sí,Sí,Un poco en desacuerdo,Un poco de acuerdo,Un poco en desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Completamente en desacuerdo,Completamente de acuerdo,Completamente en desacuerdo,Completamente de acuerdo,Un poco de acuerdo,Completamente de acuerdo,Completamente en desacuerdo,Un poco en desacuerdo,De acuerdo,Completamente de acuerdo,En desacuerdo,Completamente de acuerdo,,Con algunas,,Con bastantes,Rara vez,Casi nunca,Casi nunca,Algunas veces,Algunas veces,Nunca,Algunas veces,Rara vez,Rara vez,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,,,,,,,,,,En desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,,,,,Un poco en desacuerdo,Completamente de acuerdo,Completamente en desacuerdo,De acuerdo,,33,45,6,53,Corresponde moderadamente con mis sentimientos,No corresponden para nada con mis sentimientos,No corresponden para nada con mis sentimientos,Corresponde con mis sentimientos,Corresponde muy poco con mis sentimientos,Corresponde algo con mis sentimientos,Corresponde algo con mis sentimientos,Un poco en desacuerdo,Un poco en desacuerdo,Un poco en desacuerdo,En desacuerdo,Un poco en desacuerdo,Entre 1 y 3 horas al día,"Un poco, pero es manejable",Mucho,Algunas veces,Algo de control,Entre 3 y 8 horas al dia,Un poco,"Moderadamente, pero es manejable",Algunas veces,Algo de control,Para nada de acuerdo,En desacuerdo,Para nada de acuerdo,Un poco en desacuerdo,En desacuerdo,Para nada de acuerdo,Para nada de acuerdo,Moderadamente de acuerdo,Moderadamente de acuerdo,De acuerdo,Moderadamente de acuerdo,En desacuerdo,Moderadamente de acuerdo,En desacuerdo,50,85,60,Gustavo Petro,Gustavo Petro,,
